YEAR,WRKSTAT,MARITAL,AGEWED,CHILDS,AGE,EDUC,PAEDUC,MAEDUC,DEGREE,PADEG,MADEG,FEMALE,RACE,INCOME,INCOME98,RELIG,FUND,ATTEND,RELITEN,PRAY,PRAYER,BIBLE,HAPPY,ALIKE1,ALIKE2,ALIKE3,ALIKE4,ALIKE5,ALIKE6,ALIKE7,ALIKE8,AGEWEDCR,HAPUNHAP,REALINC,WORDSUM
1987,1,5,NA,0,25,14,12,12,1,1,1,1,1,11,NA,1,3,3,3,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,6
1987,1,5,NA,0,37,20,16,18,4,3,4,0,1,11,NA,4,1,0,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,10
1987,7,2,16,2,29,14,12,12,1,1,1,1,1,1,NA,1,2,3,3,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,5
1987,1,5,NA,0,37,16,NA,12,3,NA,1,0,1,12,NA,1,3,8,4,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,10
1987,4,4,16,2,36,12,NA,14,1,NA,1,1,1,8,NA,1,1,0,4,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,6
1987,1,1,21,3,60,12,8,NA,1,0,NA,1,1,11,NA,1,2,7,4,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21250,5
1987,1,1,21,4,52,10,6,8,0,0,0,0,1,12,NA,1,3,2,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,3
1987,2,5,NA,0,19,13,NA,16,1,NA,3,1,1,12,NA,5,NA,2,3,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,5
1987,5,1,28,3,82,13,NA,8,1,NA,0,0,1,9,NA,2,2,0,4,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,9
1987,1,5,NA,0,60,17,NA,4,3,0,0,0,1,12,NA,2,2,7,2,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,9
1987,2,1,24,2,34,12,15,10,1,1,0,1,1,12,NA,1,2,5,4,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,7
1987,5,1,36,2,70,19,4,13,3,0,1,0,1,12,NA,2,2,8,4,6,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,8
1987,1,1,26,0,37,16,NA,14,3,NA,1,1,1,12,NA,1,1,0,3,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,7
1987,1,4,22,3,29,11,NA,4,0,NA,0,0,2,NA,NA,1,2,0,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1987,1,1,24,3,46,16,12,NA,3,1,NA,0,1,12,NA,2,2,7,4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,10
1987,7,5,NA,0,20,12,16,NA,1,3,NA,1,2,9,NA,1,3,4,3,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,5
1987,1,3,24,0,38,16,12,12,3,1,1,0,1,12,NA,2,2,1,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,8
1987,1,3,20,1,26,14,NA,12,1,0,1,1,2,12,NA,2,2,4,3,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,3
1987,7,5,NA,1,19,11,NA,9,0,NA,0,1,2,NA,NA,1,2,4,3,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1987,1,1,19,3,48,14,NA,8,2,NA,0,1,2,12,NA,1,2,7,4,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,7
1987,1,1,27,1,40,12,6,8,1,0,0,1,1,12,NA,2,2,7,4,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,6
1987,2,5,NA,0,35,12,12,8,1,1,0,1,1,12,NA,2,2,5,3,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,8
1987,1,5,NA,0,36,18,16,15,4,3,1,0,1,12,NA,4,1,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,7
1987,7,1,23,0,51,12,4,8,1,0,0,1,1,12,NA,5,NA,3,3,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,8
1987,1,1,21,2,50,12,12,11,1,1,1,1,1,12,NA,1,1,5,4,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,6
1987,1,5,NA,0,22,12,12,12,1,1,1,1,1,10,NA,2,2,7,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18750,6
1987,1,1,22,0,36,13,14,12,1,2,1,1,1,12,NA,4,1,0,1,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,5
1987,1,1,21,2,45,12,8,NA,1,0,0,0,1,12,NA,2,2,0,3,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,5
1987,5,2,25,4,66,15,4,4,1,0,0,1,1,12,NA,2,2,7,4,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,7
1987,7,2,18,6,68,9,9,9,0,0,0,1,1,11,NA,2,2,8,4,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21250,3
1987,1,2,27,0,64,10,8,9,0,0,0,0,1,9,NA,2,2,8,4,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13750,1
1987,1,1,21,2,44,12,NA,12,1,0,1,0,1,12,NA,1,1,3,3,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,6
1987,6,1,38,2,80,13,8,8,1,0,0,0,1,10,NA,1,1,2,3,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16250,4
1987,1,1,21,3,29,13,18,12,1,4,1,0,1,12,NA,1,1,2,3,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,4
1987,1,1,26,2,31,12,12,8,1,1,0,0,1,12,NA,2,2,5,2,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,9
1987,1,1,22,2,44,12,NA,NA,1,NA,NA,0,1,NA,NA,2,2,3,3,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1987,1,1,20,0,27,12,16,13,1,3,1,0,1,12,NA,1,3,7,4,6,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,6
1987,1,1,23,1,39,12,NA,8,1,1,0,1,1,12,NA,2,2,2,4,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,8
1987,7,1,21,3,58,14,12,16,1,1,3,1,1,11,NA,2,2,1,3,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,8
1987,1,1,23,2,42,16,9,10,3,0,0,0,1,12,NA,4,1,0,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,9
1987,5,1,21,5,51,11,11,11,0,0,0,0,1,12,NA,2,2,2,2,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,3
1987,1,3,30,1,54,18,12,12,4,1,1,0,1,11,NA,1,1,3,4,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,8
1987,5,1,35,2,71,12,NA,8,1,NA,0,1,1,NA,NA,2,2,7,4,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
1987,1,1,23,2,65,12,14,12,1,1,1,1,1,12,NA,2,2,3,2,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,6
1987,1,5,NA,0,31,15,NA,16,1,NA,4,0,1,10,NA,1,3,1,3,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16250,8
1987,1,1,26,1,32,18,12,14,4,1,1,0,1,12,NA,1,1,3,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,8
1987,2,5,NA,0,23,15,18,18,1,4,3,0,1,9,NA,2,2,2,3,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,6
1987,1,1,28,2,33,15,14,12,2,1,1,0,1,12,NA,1,1,3,3,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,5
1987,2,5,NA,0,23,14,20,20,1,4,4,1,1,12,NA,2,2,2,3,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,8
1987,1,1,19,4,53,11,5,10,0,0,0,0,1,12,NA,1,1,7,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,7
1987,1,3,20,2,30,12,12,12,1,1,1,0,1,10,NA,2,2,3,3,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18750,5
1987,1,1,24,1,30,17,10,6,3,0,0,1,1,12,NA,5,NA,3,4,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,8
1987,7,1,19,3,35,12,NA,12,1,NA,1,1,1,12,NA,2,2,2,3,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,2
1987,2,1,20,2,25,12,20,14,1,4,1,1,1,12,NA,2,2,5,2,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,6
1987,1,1,20,2,44,13,12,8,1,1,0,0,1,12,NA,1,3,7,2,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,6
1987,1,1,21,1,28,12,10,12,1,0,1,1,3,12,NA,2,2,5,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,7
1987,2,5,NA,0,31,14,NA,12,2,NA,1,1,1,4,NA,1,3,3,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,5
1987,1,3,33,0,45,16,19,16,3,4,3,1,1,10,NA,2,2,8,4,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18750,10
1987,5,1,23,3,67,14,6,6,1,0,0,0,1,11,NA,2,2,8,2,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,8
1987,1,5,NA,0,28,16,12,11,3,1,0,1,1,12,NA,2,2,7,4,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,8
1987,1,5,NA,0,29,17,16,18,3,3,4,1,1,10,NA,2,2,6,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16250,9
1987,1,5,NA,0,34,15,12,14,1,1,1,0,1,12,NA,2,2,0,3,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,9
1987,7,1,27,5,66,12,8,8,1,0,0,1,1,12,NA,2,2,7,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,9
1987,5,5,NA,0,64,12,4,8,1,0,0,0,1,11,NA,1,2,0,3,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21250,8
1987,2,3,21,3,45,13,12,8,1,1,0,1,1,8,NA,2,2,4,4,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,6
1987,5,2,21,4,88,8,NA,6,0,0,0,0,1,11,NA,1,1,3,3,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,6
1987,1,1,22,2,49,18,NA,12,4,NA,1,0,1,12,NA,5,NA,1,3,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,7
1987,8,1,23,4,75,12,NA,NA,1,NA,NA,1,1,12,NA,2,2,7,4,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,4
1987,5,2,22,2,78,8,8,8,0,0,0,0,1,9,NA,1,3,6,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13750,6
1987,2,5,NA,0,18,11,16,14,0,3,1,0,3,12,NA,1,2,7,4,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,7
1987,1,1,24,2,55,16,8,NA,3,0,NA,0,1,12,NA,1,1,4,3,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,7
1987,1,5,NA,0,24,14,18,12,1,3,1,1,1,12,NA,1,1,2,3,2,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,6
1987,1,1,17,2,53,11,6,8,0,0,0,1,1,NA,NA,4,1,0,1,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
1987,1,1,22,4,59,16,10,12,4,0,1,0,1,12,NA,1,2,6,4,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,8
1987,2,5,NA,0,38,16,16,14,3,3,1,0,1,8,NA,1,2,8,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,9
1987,6,5,NA,0,21,14,12,12,1,1,1,1,1,12,NA,1,3,2,3,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,9
1987,1,1,24,3,59,14,NA,12,1,NA,1,0,1,12,NA,1,2,3,4,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,7
1987,7,2,16,4,69,10,NA,NA,0,0,0,1,2,6,NA,1,3,3,2,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6500,NA
1987,7,2,23,5,65,5,NA,6,0,0,0,1,2,4,NA,1,3,5,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA
1987,5,2,21,2,76,12,12,9,1,1,0,1,2,3,NA,1,3,8,4,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA
1987,2,5,NA,0,21,13,10,10,1,NA,0,0,2,7,NA,4,1,5,1,6,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,4
1987,1,1,19,3,58,13,4,10,1,0,0,0,1,12,NA,1,1,7,3,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,7
1987,1,1,26,2,38,14,8,12,1,0,1,0,2,12,NA,1,1,3,3,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,6
1987,1,3,15,2,45,12,NA,11,1,NA,0,1,2,12,NA,4,1,0,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,6
1987,1,1,24,2,36,16,6,12,3,0,1,1,2,12,NA,1,3,6,4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,7
1987,5,1,25,2,65,12,5,10,1,0,0,0,2,11,NA,1,3,7,2,6,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,5
1987,1,1,20,3,39,14,12,12,1,1,1,0,2,12,NA,1,2,2,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,6
1987,5,2,25,0,79,19,8,8,4,0,0,0,1,12,NA,3,1,5,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,9
1987,7,2,17,3,77,8,8,8,0,0,0,1,1,4,NA,1,1,8,4,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,4
1987,1,1,20,4,54,12,10,12,1,0,1,1,1,12,NA,1,1,6,4,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,4
1987,1,1,20,1,26,12,NA,12,1,1,1,1,1,12,NA,1,1,1,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,1
1987,5,5,NA,NA,70,12,NA,NA,1,NA,NA,1,1,NA,NA,1,3,3,4,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
1987,7,4,21,3,26,13,12,12,1,1,1,1,2,2,NA,1,2,0,4,5,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,3
1987,5,3,19,0,69,15,12,12,3,NA,NA,0,2,9,NA,1,3,7,4,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,NA
1987,2,4,20,2,36,13,NA,12,1,NA,1,1,2,2,NA,4,1,7,1,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,4
1987,1,3,20,2,62,13,9,NA,1,0,NA,0,2,11,NA,1,3,5,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21250,5
1987,1,5,NA,1,29,13,12,14,1,1,1,0,2,12,NA,1,3,3,2,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,5
1987,1,1,21,0,23,14,NA,16,2,NA,1,1,2,11,NA,1,3,7,4,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21250,5
1987,5,2,16,0,72,8,NA,5,0,NA,0,1,2,8,NA,1,3,7,4,6,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,6
1987,7,3,18,2,32,8,8,12,0,0,1,1,1,3,NA,2,2,0,4,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,6
1987,5,1,99,0,85,12,NA,NA,1,NA,NA,0,1,9,NA,1,2,0,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,8
1987,7,5,NA,0,22,11,9,6,0,0,0,0,1,8,NA,1,3,2,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,2
1987,1,5,NA,0,21,11,12,10,0,1,0,1,1,9,NA,2,2,2,3,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13750,3
1987,7,1,29,0,30,12,NA,10,1,NA,1,1,1,9,NA,1,3,3,3,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,5
1987,1,1,19,3,36,12,13,12,1,1,1,1,1,12,NA,2,2,5,2,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,5
1987,1,5,NA,0,35,10,9,NA,0,0,NA,0,1,10,NA,1,3,0,3,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16250,5
1987,4,1,22,1,22,12,11,8,1,0,0,0,1,10,NA,2,2,2,3,5,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18750,5
1987,1,1,21,1,24,12,14,12,1,1,1,0,1,11,NA,1,3,1,3,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21250,6
1987,1,1,23,0,62,12,5,6,1,0,0,1,1,12,NA,1,3,3,3,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,8
1987,2,5,NA,0,26,9,12,9,0,1,0,0,1,NA,NA,4,1,2,1,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1987,7,4,23,3,54,14,7,NA,1,0,NA,1,1,9,NA,1,2,6,NA,6,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13750,9
1987,1,1,19,6,38,9,NA,11,0,0,0,0,1,9,NA,1,3,2,3,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13750,4
1987,2,2,24,2,72,12,NA,NA,1,NA,0,1,1,9,NA,2,2,8,4,6,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13750,7
1987,1,3,21,0,45,12,6,7,1,0,0,1,1,9,NA,1,2,3,4,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,6
1987,5,2,23,2,62,12,12,7,1,1,0,0,1,11,NA,1,2,2,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,5
1987,1,1,24,1,28,13,12,12,1,1,1,1,1,12,NA,1,3,6,4,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,4
1987,1,1,16,3,50,10,12,10,0,1,0,1,1,12,NA,1,3,0,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,4
1987,1,2,28,2,58,16,17,7,3,2,0,0,1,12,NA,1,1,7,4,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,9
1987,1,5,NA,0,51,17,13,13,4,1,1,1,1,12,NA,2,2,7,4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,8
1987,2,1,21,4,58,16,6,12,3,0,1,1,1,12,NA,1,2,7,4,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,9
1987,1,4,19,2,29,12,NA,8,1,NA,0,1,2,10,NA,1,3,2,3,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16250,7
1987,8,3,21,2,53,13,10,12,1,0,1,1,2,4,NA,2,2,5,4,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,6
1987,1,1,20,5,54,12,2,NA,1,0,NA,1,2,11,NA,1,3,2,3,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,6
1987,1,5,NA,0,19,12,NA,NA,1,NA,NA,1,2,NA,NA,1,3,2,3,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1987,1,3,18,5,48,12,12,12,1,1,1,1,2,12,NA,1,1,2,3,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,7
1987,8,1,18,6,39,11,9,12,1,1,1,0,2,11,NA,1,2,7,4,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,4
1987,1,1,31,2,68,14,8,8,1,0,0,0,2,12,NA,1,3,2,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,5
1987,1,5,NA,1,31,12,NA,NA,1,NA,NA,0,2,10,NA,1,3,1,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18750,5
1987,5,2,21,1,76,9,NA,NA,0,NA,NA,0,2,9,NA,1,3,8,4,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,5
1987,7,1,21,5,63,10,NA,NA,0,NA,NA,1,1,7,NA,1,3,NA,2,6,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA
1987,5,2,28,3,65,15,4,4,1,0,0,0,2,NA,NA,1,2,8,NA,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
1987,1,3,19,2,34,12,12,12,1,1,1,0,1,8,NA,1,2,3,3,5,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,4
1987,7,1,15,3,36,9,NA,6,0,NA,0,1,1,4,NA,1,3,2,3,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,3
1987,7,2,23,1,70,12,14,12,1,1,1,0,1,9,NA,5,NA,2,4,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,9
1987,1,3,17,1,21,12,12,10,1,1,1,1,1,8,NA,1,3,3,3,5,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,5
1987,1,5,NA,0,23,16,12,16,3,1,3,0,1,2,NA,5,NA,7,4,5,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,10
1987,1,1,24,0,32,17,16,12,3,3,1,1,1,11,NA,2,2,4,3,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,7
1987,1,3,19,0,25,12,12,12,1,1,1,1,1,10,NA,2,2,2,3,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18750,5
1987,1,4,19,0,24,12,10,13,1,1,1,1,1,9,NA,2,2,2,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13750,6
1987,1,1,17,1,46,12,12,13,1,1,1,1,1,12,NA,1,2,8,3,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,7
1987,1,1,23,1,38,17,12,12,3,0,1,1,1,12,NA,2,2,7,4,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,8
1987,1,1,23,2,40,12,12,12,1,1,1,0,1,12,NA,1,2,5,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,5
1987,2,1,21,2,31,13,12,12,1,1,1,1,1,12,NA,2,2,8,4,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,9
1987,1,1,21,2,31,14,10,12,1,1,1,0,1,12,NA,1,NA,7,4,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,8
1987,7,2,23,2,87,8,NA,NA,0,0,0,1,1,4,NA,1,1,0,4,6,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,0
1987,2,1,29,1,57,17,13,12,3,1,1,1,1,12,NA,1,1,7,4,6,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,10
1987,7,2,21,4,63,10,8,8,0,0,0,1,1,10,NA,1,1,1,3,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16250,3
1987,1,1,25,0,33,12,8,12,1,0,NA,0,1,12,NA,1,2,0,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90278,8
1987,1,1,22,0,24,12,12,12,1,1,1,0,1,12,NA,4,1,0,1,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,6
1987,1,1,23,1,28,11,NA,NA,0,0,1,0,1,10,NA,1,2,3,3,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18750,2
1987,2,1,18,2,33,13,12,12,1,1,1,1,1,12,NA,1,3,8,4,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,8
1987,7,3,19,5,46,14,8,7,1,0,0,1,1,11,NA,2,2,7,4,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21250,6
1987,7,1,20,3,60,12,12,7,1,1,0,1,1,12,NA,1,2,8,4,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,8
1987,1,1,23,3,31,14,8,8,2,0,0,0,1,12,NA,1,3,8,4,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,6
1987,1,1,24,4,54,12,3,8,1,0,0,0,1,12,NA,1,2,5,2,6,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,4
1987,1,5,NA,0,25,16,NA,15,3,NA,1,0,1,11,NA,4,1,0,1,2,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,8
1987,1,1,21,0,22,14,16,8,1,3,0,1,1,12,NA,1,2,4,NA,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,6
