YEAR,WRKSTAT,MARITAL,AGEWED,CHILDS,AGE,EDUC,PAEDUC,MAEDUC,DEGREE,PADEG,MADEG,FEMALE,RACE,INCOME,INCOME98,RELIG,FUND,ATTEND,RELITEN,PRAY,PRAYER,BIBLE,HAPPY,ALIKE1,ALIKE2,ALIKE3,ALIKE4,ALIKE5,ALIKE6,ALIKE7,ALIKE8,AGEWEDCR,HAPUNHAP,REALINC,WORDSUM
1975,1,5,NA,0,20,12,8,9,1,0,0,0,1,12,NA,1,3,3,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,1,5,NA,0,30,12,12,12,1,1,1,0,1,3,NA,1,2,0,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,1,1,34,0,36,15,16,18,1,3,4,0,1,10,NA,4,1,0,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,5,3,18,0,64,5,0,0,0,0,0,0,1,8,NA,2,2,7,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,8,3,16,2,57,6,8,3,0,0,0,1,1,3,NA,1,3,0,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,7,1,19,1,25,12,4,3,1,0,0,1,1,9,NA,2,2,3,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,21,1,25,12,3,12,1,0,1,0,1,5,NA,4,1,0,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,NA
1975,1,1,19,0,61,12,4,8,1,0,0,1,2,5,NA,1,3,4,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,NA
1975,1,1,26,5,63,13,NA,NA,1,0,NA,0,2,8,NA,1,3,8,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,7,4,17,2,38,10,12,12,0,1,1,1,1,5,NA,1,2,0,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,NA
1975,7,1,16,1,19,8,NA,8,0,NA,0,1,1,5,NA,4,1,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,NA
1975,1,1,19,3,37,10,9,12,0,0,1,0,1,9,NA,1,3,4,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,2,1,18,2,39,9,NA,NA,0,NA,0,1,1,10,NA,1,3,2,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,4,1,19,1,27,12,3,9,1,0,0,0,1,8,NA,1,3,0,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,7,1,21,2,51,12,10,8,1,0,0,1,1,9,NA,1,3,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,1,15,4,70,6,NA,NA,0,NA,NA,1,1,NA,NA,1,3,6,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,1,1,19,1,22,12,3,9,1,0,1,0,1,5,NA,2,2,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,NA
1975,2,1,17,1,20,11,12,13,0,1,1,1,1,6,NA,1,2,6,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14452,NA
1975,7,1,17,2,25,12,6,10,1,0,0,1,1,6,NA,2,2,0,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14452,NA
1975,7,1,18,8,50,3,0,0,0,0,0,1,1,3,NA,2,2,6,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,4,1,17,6,38,12,NA,4,1,NA,0,0,1,4,NA,4,1,3,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,NA
1975,7,1,21,3,44,10,8,8,0,0,0,1,1,7,NA,1,2,2,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16676,NA
1975,7,2,25,2,73,8,NA,6,0,NA,0,1,1,2,NA,1,3,6,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447,NA
1975,5,1,25,1,65,8,9,8,0,0,0,0,1,1,NA,1,2,1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112,NA
1975,2,1,15,2,57,8,8,8,0,0,0,1,1,8,NA,1,2,6,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,5,1,40,0,69,8,13,8,0,1,0,0,1,NA,NA,1,3,0,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,2,1,19,2,34,12,6,8,1,0,0,1,1,9,NA,2,2,7,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,23,4,43,12,12,NA,1,1,NA,0,1,9,NA,2,2,7,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,1,20,5,40,12,3,4,1,0,0,1,1,9,NA,1,3,7,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,1,19,3,30,12,NA,8,1,NA,0,1,1,9,NA,2,2,7,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,2,5,NA,0,19,12,11,12,1,0,1,0,1,9,NA,2,2,7,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,5,1,22,8,73,6,7,7,0,0,0,0,1,2,NA,1,3,2,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447,NA
1975,5,1,26,0,66,7,1,4,0,0,0,0,1,3,NA,1,2,5,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,7,2,18,5,81,8,8,8,0,0,0,1,1,2,NA,1,3,8,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447,NA
1975,1,5,NA,0,24,16,8,7,3,0,0,1,1,8,NA,1,3,5,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,1,1,25,3,35,17,7,7,4,0,0,0,1,9,NA,1,3,5,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,2,1,18,1,38,10,8,7,0,0,0,1,1,9,NA,1,2,5,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,1,22,0,71,12,8,10,1,0,0,1,1,9,NA,1,2,7,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,3,18,4,45,12,8,12,1,0,1,1,1,5,NA,1,2,6,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,NA
1975,1,1,20,8,57,8,6,8,0,0,0,0,1,11,NA,1,3,8,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50027,NA
1975,1,1,99,0,22,12,7,12,1,0,1,0,1,10,NA,4,1,0,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,7,1,16,4,26,10,9,12,0,0,0,1,1,9,NA,1,3,8,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,25,2,37,12,8,14,1,0,2,0,1,11,NA,1,1,0,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50027,NA
1975,1,3,18,4,34,12,12,10,1,1,0,1,1,4,NA,1,2,2,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,NA
1975,1,1,28,2,42,14,10,12,1,0,1,0,1,9,NA,1,2,5,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,22,3,33,14,NA,12,1,NA,1,0,1,NA,NA,1,2,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,5,2,16,2,62,6,NA,NA,0,NA,NA,0,1,2,NA,4,1,3,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447,NA
1975,5,5,NA,0,56,12,NA,NA,1,0,0,0,1,8,NA,2,2,3,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,7,1,19,1,26,12,12,12,1,1,1,1,1,9,NA,2,2,0,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,3,31,1,64,8,4,6,0,0,0,1,1,11,NA,2,2,1,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50027,NA
1975,1,1,18,3,33,12,5,11,1,0,0,1,1,10,NA,5,NA,3,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,7,1,19,1,23,12,8,12,1,0,1,1,1,4,NA,1,2,3,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,NA
1975,1,1,25,6,44,12,10,8,1,0,0,0,1,7,NA,2,2,7,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16676,NA
1975,1,1,21,3,40,12,12,12,1,1,1,1,1,11,NA,1,2,5,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50027,NA
1975,1,2,20,2,49,8,3,8,0,0,0,1,1,9,NA,1,2,0,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,20,1,35,20,NA,13,4,NA,1,0,1,9,NA,1,3,8,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,1,20,3,53,12,8,8,1,0,0,1,1,9,NA,1,3,2,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,1,18,3,27,11,7,5,1,0,0,1,1,3,NA,1,1,4,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,1,1,25,2,48,12,8,12,1,0,1,0,1,10,NA,1,3,8,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,5,1,21,7,45,18,3,12,3,0,1,0,1,9,NA,1,3,7,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,6,1,22,0,25,13,12,11,1,1,0,0,1,8,NA,1,3,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,7,1,18,2,26,12,9,11,1,NA,0,1,1,8,NA,1,3,1,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,1,4,16,8,62,8,4,4,0,0,0,1,1,3,NA,1,3,2,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,1,1,19,1,35,12,NA,NA,1,0,0,0,1,9,NA,2,2,1,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,8,1,21,6,61,12,9,NA,1,0,0,0,1,3,NA,1,2,1,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,2,1,17,3,63,3,0,NA,0,0,NA,0,1,2,NA,1,3,2,2,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447,NA
1975,5,5,NA,0,61,8,NA,NA,0,NA,NA,1,1,9,NA,1,3,3,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,22,0,28,14,14,12,1,1,NA,1,1,11,NA,1,2,1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50027,NA
1975,5,1,18,3,65,12,NA,8,1,0,0,0,1,8,NA,1,2,1,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,5,1,28,2,66,10,6,12,0,0,NA,0,1,6,NA,1,3,7,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14452,NA
1975,7,1,21,0,29,14,12,13,1,1,1,0,1,8,NA,1,2,2,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,1,1,25,3,43,18,18,12,4,4,1,1,1,12,NA,1,3,4,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,7,1,22,2,46,16,13,16,3,1,3,1,1,12,NA,1,1,5,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,2,1,21,5,42,15,10,11,1,0,0,0,1,12,NA,1,2,2,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,1,5,NA,0,24,16,16,16,3,3,3,0,1,12,NA,1,1,1,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,7,1,41,4,58,12,12,12,1,1,1,1,1,10,NA,2,2,8,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,1,1,19,4,51,19,16,12,4,3,1,0,1,12,NA,1,3,3,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,7,1,22,2,46,16,18,12,3,4,1,1,1,12,NA,3,1,3,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,1,5,NA,0,24,16,16,13,3,3,1,1,1,12,NA,1,1,8,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,7,1,23,2,53,12,5,8,1,0,0,1,1,12,NA,2,2,7,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,6,5,NA,0,19,14,13,13,1,1,1,0,1,10,NA,3,1,0,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,7,1,19,3,66,8,9,8,0,0,0,1,1,6,NA,1,3,3,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14452,NA
1975,7,1,17,0,18,10,12,8,0,1,0,1,1,NA,NA,5,NA,5,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,5,1,22,4,70,12,8,12,1,0,1,0,1,4,NA,1,2,2,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,NA
1975,4,1,21,2,26,11,8,8,0,0,0,0,1,3,NA,1,3,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,8,1,19,2,55,1,1,4,0,0,0,0,1,5,NA,1,2,0,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,NA
1975,7,1,18,1,22,11,NA,14,0,NA,0,1,2,8,NA,1,3,5,2,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,1,5,NA,0,61,20,6,6,4,0,0,1,1,9,NA,2,2,8,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,20,8,47,5,NA,12,0,NA,1,0,2,9,NA,1,3,1,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,2,16,2,50,14,NA,NA,1,NA,NA,1,2,3,NA,1,3,3,4,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,1,5,NA,0,21,13,NA,NA,1,NA,NA,0,2,9,NA,1,3,5,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,17,1,29,11,8,10,0,0,0,1,1,10,NA,2,2,6,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,5,1,22,0,63,9,NA,8,0,NA,0,0,1,3,NA,1,3,0,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,4,5,NA,0,22,12,12,12,1,1,1,0,1,10,NA,1,2,1,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,1,1,23,2,52,12,8,8,1,0,0,0,1,10,NA,1,2,1,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,7,1,16,1,44,11,2,8,0,0,0,1,1,11,NA,1,3,7,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50027,NA
1975,6,5,NA,0,22,14,13,10,1,1,0,0,1,10,NA,1,3,5,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,7,2,21,2,77,14,12,13,0,1,1,1,1,5,NA,1,1,7,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,NA
1975,7,1,21,1,27,14,NA,0,1,NA,0,1,1,2,NA,2,2,0,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447,NA
1975,1,5,NA,0,25,16,16,12,3,4,1,1,1,8,NA,1,1,4,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,5,2,30,1,89,8,NA,8,0,NA,0,0,1,3,NA,1,1,0,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,7,1,27,0,38,16,16,16,3,3,3,1,1,9,NA,1,2,5,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,25,2,41,13,9,10,1,0,0,0,1,9,NA,1,3,3,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,2,24,3,78,8,8,NA,0,0,0,1,1,5,NA,1,3,6,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,NA
1975,1,3,21,1,28,12,8,12,1,0,1,1,1,2,NA,1,2,2,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447,NA
1975,1,1,21,3,32,13,NA,NA,0,NA,NA,0,1,8,NA,2,2,0,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,5,1,28,3,74,12,NA,NA,1,NA,NA,0,1,NA,NA,1,1,4,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,1,1,41,2,57,11,0,0,0,0,0,0,1,9,NA,2,2,7,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,26,2,62,10,NA,NA,0,NA,0,0,1,9,NA,4,1,0,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,2,1,20,2,36,12,NA,NA,1,NA,0,1,1,10,NA,2,2,1,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,1,5,NA,0,34,13,5,9,1,0,0,1,1,NA,NA,1,2,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,7,1,21,2,58,12,6,7,1,0,0,1,1,10,NA,1,2,7,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,5,1,22,2,70,13,12,NA,1,1,1,0,1,9,NA,1,2,7,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,28,2,53,13,12,6,1,1,0,1,1,10,NA,1,NA,7,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,5,1,25,2,81,10,8,NA,0,0,0,0,1,5,NA,1,2,7,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,NA
1975,4,1,25,0,27,16,14,12,3,1,1,0,1,9,NA,4,1,0,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,6,5,NA,0,19,11,12,11,0,1,0,1,1,9,NA,1,2,6,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,29,0,32,12,5,6,1,0,0,1,1,10,NA,1,3,7,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,2,5,NA,0,18,11,14,16,0,2,3,0,1,12,NA,1,3,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,1,1,28,0,55,19,18,13,4,3,1,0,1,11,NA,1,1,2,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50027,NA
1975,7,1,22,2,57,12,8,12,1,0,1,1,1,9,NA,2,2,7,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,1,36,1,67,10,8,8,0,0,0,1,1,6,NA,1,2,4,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14452,NA
1975,3,1,35,2,54,17,8,10,3,0,0,1,1,10,NA,1,2,7,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,2,1,22,8,77,7,8,8,0,0,0,0,1,2,NA,2,2,7,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447,NA
1975,4,1,19,7,46,14,8,6,2,0,0,0,1,10,NA,2,2,7,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,5,2,49,0,85,6,0,0,0,0,0,0,1,4,NA,1,2,5,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,NA
1975,7,1,21,4,62,9,8,8,0,0,0,1,1,3,NA,2,2,4,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7782,NA
1975,1,1,24,6,46,8,8,8,0,0,0,0,1,9,NA,1,3,1,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,4,5,NA,0,23,14,12,12,2,1,1,0,1,10,NA,2,2,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,1,5,NA,0,33,18,13,11,4,1,0,1,1,9,NA,2,2,1,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,2,1,21,8,47,8,8,8,0,0,0,0,1,12,NA,1,2,4,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,6,5,NA,0,20,14,18,16,0,4,3,1,1,1,NA,4,1,0,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112,NA
1975,5,1,21,2,68,10,6,8,0,0,0,0,1,6,NA,1,2,2,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14452,NA
1975,1,1,23,3,34,12,12,12,1,1,1,1,1,9,NA,1,3,7,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,2,3,18,3,33,11,11,NA,0,0,NA,0,2,4,NA,4,1,0,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,NA
1975,1,1,19,0,40,8,NA,NA,0,NA,NA,1,1,9,NA,1,3,2,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,1,18,3,30,11,12,12,0,1,NA,1,1,9,NA,2,2,3,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,3,1,24,2,41,12,4,8,1,0,0,0,1,8,NA,1,2,1,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20011,NA
1975,1,1,23,0,27,16,12,12,3,1,1,0,1,10,NA,2,2,5,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,5,5,NA,0,79,9,4,3,0,0,0,0,1,1,NA,2,2,7,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112,NA
1975,1,1,19,2,31,12,10,11,1,0,0,1,1,9,NA,1,2,5,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,5,NA,0,27,16,12,12,3,1,1,0,1,9,NA,4,1,2,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,1,1,22,1,28,10,9,3,0,0,0,1,1,10,NA,1,3,0,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38910,NA
1975,1,3,23,2,40,12,10,9,1,0,0,0,1,9,NA,2,2,1,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,2,1,18,2,54,12,12,8,1,1,0,1,1,9,NA,2,2,7,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,2,5,NA,0,19,12,13,12,1,1,1,1,1,9,NA,2,2,7,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,2,5,NA,0,25,10,12,NA,1,1,NA,0,1,11,NA,4,1,0,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50027,NA
1975,7,1,20,1,41,12,10,11,1,0,0,1,1,12,NA,2,2,2,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86496,NA
1975,1,1,25,3,61,11,8,14,0,0,1,0,1,11,NA,2,2,1,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50027,NA
1975,1,3,17,2,33,13,10,8,1,0,0,1,1,6,NA,1,3,0,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14452,NA
1975,4,5,NA,0,19,11,8,11,0,0,0,1,1,9,NA,2,2,4,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,NA
1975,7,4,22,0,62,8,2,3,0,0,0,1,2,4,NA,1,3,4,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,NA
1975,1,3,25,1,36,14,NA,NA,1,1,1,0,2,NA,NA,1,3,6,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,5,1,20,2,80,5,NA,1,0,NA,0,0,2,NA,NA,1,3,7,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,1,5,NA,0,22,12,NA,12,1,NA,1,0,2,NA,NA,1,3,7,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
